真实值,预测值
4.0072479035418915,3.2497635091747705
3.960125926773144,3.20378677595702
4.675775646125183,3.1908991189723053
5.4456681620000005,3.363450651747513
3.521584527286625,3.3346119523190136
3.772138993231793,3.2982484950170194
3.9856405991068287,2.8477130670111945
2.827281470733904,3.636228484175865
3.4863144108722324,2.962952776210707
3.5168173804856777,3.400207892300047
3.5638581183030245,3.296332609746485
2.949508858072651,3.2840034705526504
3.920093176832882,3.055663344540512
3.3872999255774823,2.7677344476759185
2.8699251503066847,2.73974311564328
2.2630679267054923,3.091928638109564
2.316401298300089,2.645677436471359
2.077623095351723,2.501654315463051
2.5191003802763636,2.3726412190448016
1.988567151516182,2.2804395224800205
2.7910500267279357,1.6619538456408254
2.2182793131519776,1.6101527309351482
2.5769729782804776,1.7610631097122098
2.3590946238987254,2.129645360536213
1.713111818647913,2.1449859825257227
2.4662961901846407,2.120494695315933
1.431119006829422,2.1532136829925883
1.3132548281721572,1.974713653664814
1.427512900042244,1.5222149510001373
1.4984706108157273,1.621795852317154
1.5108471393978786,1.4488076601781674
1.5865595854658452,1.4133457295729674
1.3319443002694091,1.2529969642894154
1.8306115503426437,1.326051091336546
1.6357700802768536,1.1964986585464974
1.0813616263550052,1.5014888635240193
1.5022425804620152,1.3817595739408455
1.5354636699910775,1.3402769343818342
1.4900262731451264,1.3473120019093856
1.3148705806500167,1.343632554402193
1.5491264819704076,1.298644228426485
1.4536819972622128,1.2145337057574654
1.6733385820246258,1.3084831680961322
1.5841021071859722,1.3827682909207382
1.5534659959577313,1.3768412324247914
1.5326936474120656,1.3773907236655158
1.531978293312231,1.4790443465620213
1.5312493993871632,1.4854915600106868
1.5447249104507637,1.4980080001202507
1.5517204868213845,1.466499698483221
1.5675383876503735,1.4836715818355561
1.5951178833321609,1.4403937871143417
1.4566178827003347,1.5236095529991838
1.5385981395326234,1.505505678343279
1.4190290712147122,1.500342491654253
1.1625419051797505,1.4633798970856782
1.2071590142803077,1.4036433164744244
1.2920085857433206,1.2892509746707725
1.2373697493324642,1.1246540892202224
1.6080596996178094,1.1980365570292644
1.7247414002046852,1.113368644888134
1.576753367040512,1.1290579173774051
1.4932611630571537,1.2149184624578495
0.5315544563749942,1.0567450957618065
