真实值,预测值
1.466138759400076,1.7816919061458747
1.0390406453045782,1.9516852572876213
0.8573938637870786,1.3613583278015635
1.6719177711054758,1.3592446833189462
1.8608465819096789,0.8856180048845086
1.6465191010416274,1.0027702439608208
1.4481618637126907,1.168924972168227
1.2330308485785202,1.1754296693931416
0.8132365989400009,1.1293967634194437
0.6945013100187531,1.2760505010542718
0.5352399450671557,1.2604099685863086
0.6217989270712033,1.1709119726632498
0.5259730988024571,0.9196743199623838
0.3550495694069966,0.7206380088378956
0.37639999890186515,0.5348316273830136
0.475701986278387,0.48670909561400083
0.6013000692170587,0.52160824826449
0.8825217777395175,0.6152440089546564
0.6617289029530462,0.5596603995026853
1.0274745556099252,0.65670899730683
0.6698428522272262,0.6604231597706028
0.6496344021377387,0.7012723963210222
1.1431638382778142,0.8096687321170702
0.8733029688494238,0.9497937538396815
0.6770331737987748,0.9805333065527884
0.7562511715563766,0.9950231255472604
0.48812401464781907,0.931183638214322
0.6848632658593801,0.8298487964852003
0.7704898860926863,0.7462659481896314
1.0300052518447944,0.7848748962698385
0.588980666147919,0.7564586056739888
1.0718938425003026,0.7862395944120243
0.8596057665359333,0.7828071056447986
0.6303037258933052,0.6923396281615308
0.522841935385026,0.7012811303891322
0.5673900497800257,0.6771620013033971
0.7497770435698471,0.6335680838494137
1.057445510329353,0.6689847300354198
1.0550589262182983,0.679255994132767
0.9535384855418393,0.7546157173027811
0.8940136278552356,0.7653782727313152
0.7309922465822879,0.8006071364529566
0.6865161882491955,0.8315191870112356
0.45629051990393604,0.8412423883346811
0.5880766900985351,0.7943273414818743
0.5224095990135815,0.7412831623328826
0.9811512418715701,0.6991238155659649
1.0203191703108165,0.6925339611769781
0.8983959465294227,0.7100108314650664
0.6416776660895386,0.7307651608114282
0.5551208676025184,0.7321385930217239
0.5254730734031603,0.7705925113929787
0.6176436941678759,0.7113165746475097
0.27537958362470294,0.6692161828403345
0.4159413087528136,0.6470119981877145
0.5734580435994407,0.6346794940164098
0.37635632856131523,0.5562038920481571
0.4526658816382906,0.586157378631365
0.4760906523092815,0.5972103418245562
0.44270686047587543,0.532953802739366
0.47252715252040595,0.46403108776641394
0.5045375121435163,0.41203062975656596
0.41951790964385416,0.3770681551122793
0.4597230086711618,0.20587823663946414
0.40938420711923923,0.2837271692208251
0.41040827660513546,0.32174875122063545
0.2594682950453302,0.37193033954657817
0.23869431404572095,0.3076432312230029
0.18434657523131337,0.222127970358099
0.09303626017543161,0.23883405913548078
0.3182420228744748,0.15220302106952574
0.3336139827480557,0.17716498772787476
0.31940583745013085,0.1593060019599744
0.37511172385564173,0.06061539935115182
0.2829651217782285,0.14443625100271787
0.17499893883659745,0.12993988145716334
0.3204757607936045,0.0783804938868698
0.12138922877748395,0.07351561794960583
0.053287516206870916,0.10672909545486713
0.14065003247703756,0.120542024170815
0.13146834337641145,0.08654466405268217
0.1786847155790129,0.08469959216444696
0.2541383299812093,0.10213279211198534
0.2518871239258596,0.09307119644787157
0.15205017487760092,0.15999599334066356
0.27014350979276447,0.18572655799269164
0.13096395094305957,0.19242995526710832
0.11439760725543761,0.17170619515913155
0.3758475690939083,0.17684837775888765
0.3500121956245604,0.09849505274417485
0.15783649500046873,0.13720007557359185
0.24214863798322167,0.11633001982477272
0.32536902245222593,0.10004753335072541
0.4480040727845838,0.16605525309196856
0.4731014174986377,0.19870101617008057
0.46937633744972734,0.22458661053106094
0.16329528756921197,0.21158813366636958
0.17663439309019294,0.23516138349523033
0.3163139773391947,0.1665880312466779
0.24307008216882553,0.21248337564764347
0.2429281535620382,0.23525745824444022
0.24243249519679633,0.2537605815354523
0.19694765199700023,0.26958234591669766
0.26860849732243386,0.23439715253560628
0.33535424581897105,0.2621169011996844
0.539794761586515,0.28604606430402724
0.8145226904691968,0.23431636240558887
0.7052944346856722,0.43492698930690254
-0.22417417599423745,0.31691444452175643
-0.16006393254988946,0.24088656514132822
-0.16643543523612656,0.18227441757221843
0.13241817328337277,0.20740451504168475
0.41720338159470705,0.006809172759563563
0.10584477105873073,-0.004909763127014403
0.05616539164911234,0.10878815201179708
0.41374469062315133,0.0006276360547187294
-0.02489112744564212,0.07972117334175313
0.10204981846494043,-0.2634469132508037
0.05282897763109649,-0.22377022534415045
0.5060747081308743,0.03924531820303583
0.7188628094945404,-0.17473498345764377
-0.055859949446636206,-0.08559290081006683
0.22089646675459051,-0.0731184680319748
0.04905149317352617,-0.027312647829136616
-0.24916889540799894,0.04276296413433397
0.5834039636596909,0.42479547029931514
-0.04936835332388676,0.0703888215662297
-0.334596815591803,0.005885545056932208
-0.24971040763081828,0.1830997870086124
-0.14084243215683082,0.08245275314315224
-0.04269989232191003,-0.03518422671326435
0.28143884337600794,-0.18565475211215773
-0.6571939882683079,-0.36118113540158253
0.5255604140842601,-0.07834362427877582
-1.5818632285217784,-0.5846204328253803
-0.46114036140338105,-0.563182662649412
-1.4088697249842506,-1.18971667148543
-1.9621467375477344,-1.4873758961908883
-1.3422025831007032,-1.502387575754932
-2.4922806531367745,-1.9224329298516136
-2.6067624508884575,-2.0987781320263497
-2.669639007212269,-2.450075452512279
-1.6859034478479695,-2.151569023200152
-1.8078310386634182,-2.932139240740966
-2.4401753863096065,-3.105910076340283
-1.9865781095684014,-3.388216992825408
-2.6896312891160346,-3.304625410461729
-1.6937117047382997,-2.4098441512806414
-4.047425150460896,-3.6872430991900798
-3.218586105510226,-3.2831374193941283
-4.326406570513142,-3.7087660265301206
-2.9775476608447997,-2.8144258377885873
-1.6615812516786772,-1.4332727112835604
-0.052228760629908215,-0.8536166295108817
0.08112299127340639,-0.7334948072771732
-4.6498291126260405,-3.8486879811691743
-5.504813590463963,-2.8056022454804705
-9.459102880543302,-6.15964161294229
-7.543264297205417,-6.810582975111673
-6.099308853955513,-6.538955640408037
-6.814670518987148,-8.039046031159355
-4.868776915524276,-5.772106643868017
-2.6746763809947054,-3.091046875934109
-1.9711100749456107,-1.5656200453542262
-10.909924393086172,-8.902337699528392
-8.706712042000854,-8.805219229179366
-12.027118696688133,-10.53494246340298
-6.578424894197079,-6.795575662581684
-10.205128766950596,-9.734500057394913
-8.774085551642797,-8.728700058467751
-6.6478651027055475,-8.252095062807808
-7.753579565535443,-7.592980796404503
-10.542895924175637,-7.888532927178426
-10.270473789273993,-9.21422690470205
-9.756605983781295,-9.45810938029579
-8.280522270988795,-8.868568516939632
-8.01781897037654,-8.24191659818413
-5.353744781399535,-5.834978833157773
-8.960933470719795,-9.96230529711519
-12.017033031538123,-10.61345846043624
-9.3789874572874,-9.25592116234211
-4.222910046926798,-3.562878703371944
-10.213720906453798,-11.125548883068557
-9.670490255733828,-9.222050446211572
-10.408922961678,-8.927625010223837
-9.863413810939837,-8.930515986768244
-9.400324785680102,-8.034395139890787
-12.046305260808753,-10.593570987349795
2.894702591123152,-2.357203922781737
1.6809225953268747,1.731831294822974
-6.1355792552992705,-6.331028047947581
-9.902308799750648,-9.930276377597346
-10.052518394864755,-10.322062654324158
-3.1914275207222147,-1.3653434965581195
-4.425811183189956,-2.998131675863017
-7.771137225953548,-8.348133783986736
-7.010117128118431,-7.71443893105904
-7.006245752428678,-6.9630645196928915
-4.036121082809542,-3.5291368147460283
0.9737382015632168,2.4746637875775526
-4.309899181785262,-3.835359793233331
-6.7677751237875885,-7.086664684551403
-2.459870709897632,-3.8725363541434996
-6.695557481620144,-5.732980202252293
-6.171460990612133,-4.782685206164113
-5.581385165584238,-5.481054741687765
0.03425598179520452,2.2184018621964157
-2.4642137252653242,-0.11089986315876044
-3.5473866500618505,-1.213265902626988
-3.393191044614047,-2.2269920683639635
-2.3051466933291738,-2.441179804142255
-0.6190195600765727,-0.9637968987183951
1.7794450671245798,1.4035198580855086
1.3700465420539751,0.7466262284991685
1.3584913699444596,1.5934094163818107
2.2493401149590246,1.2699279193091695
3.440156062177113,2.5971634598542055
4.363102507495888,4.193152826694691
3.973829458867726,3.452883782930394
4.236318774811285,4.167070715801236
4.5305520613006,4.985197426215004
5.8929662446756454,4.961379622479063
4.6417476659259,3.8369578775160855
4.75831690595587,3.995819658851651
5.567384204222551,4.80752464568755
4.447892840707663,4.1535067080264225
4.9118290705740675,4.681181983442501
4.684179952321255,3.7411669855197793
5.743853866867855,5.434956080021869
5.141148579352915,4.401329340096283
4.316218029881466,4.252103419403063
4.302566681425553,4.113273223277758
4.559302430001657,4.182719982337309
5.139668154808272,4.586150955371764
9.152236606110028,5.666723311388541
8.517245835826513,6.2693325241542714
6.915998559983814,5.857429505053127
6.421407934568375,6.160248380494561
5.622334593736548,6.472759888021057
5.652537001260891,5.39132285926139
4.131040501330503,5.766357193353242
6.391971941520684,5.268711827616334
5.505477129458948,4.945020712909054
5.944971069719548,5.6838988563268344
5.5212377553634235,4.80135621008487
3.7242731142780325,4.50474507355261
3.5352744309289497,4.128730340315411
4.5742158512994635,4.528383828892295
3.9177916778740354,4.722963581763661
0.6450402823118845,2.662241001341735
4.021183392643059,3.8965002033389093
0.08959503734009588,0.9831797291901151
7.355385507910067,7.2953278720687535
-0.4489956396964411,-0.25133931133333126
-0.1547776378263185,-1.1974703404500728
-1.8698844090678637,-2.641781696975459
-1.1936142493795125,-2.825716804337776
0.33738273313751604,-0.6491651961582003
0.05251018414508188,-2.075744210903281
-4.383291556113502,-4.656185330693085
-5.075403131836345,-5.8321992159817695
-6.053343637009667,-7.072039487501226
-9.200048236883996,-8.779871871765664
-8.566016030575552,-10.305168783082411
-11.315222273179137,-12.267186568034836
2.362800026741839,2.879033672933831
-1.020771408516882,2.0202127556785965
-12.663421760705173,-15.244788691714637
-5.922926531991309,-5.5242185062873315
-3.1537924212362713,-2.809150460650154
-10.110364127957213,-14.302708086683904
-9.175668177513474,-10.368126129536241
-10.227279455436042,-11.655660963487321
0.9306093732360903,2.6440282858153803
-0.24013131843118765,2.7722465891870485
-0.9077569342076771,1.9047702104348145
-2.8199916226916777,-2.2193803280061077
-8.250437773383938,-8.420151634346164
-5.398733966234089,-7.367630921581645
-12.06867539275546,-13.091525384391835
-8.757534492574367,-10.421500019756385
-8.50922602796589,-10.656400598057516
-7.344040203616564,-9.367129868069576
-4.42272805714713,-3.409451695917819
-4.225038976028608,-3.3190912107688986
-12.847055542717696,-12.450817074771818
-0.6022326811691735,-1.0808203102900849
-3.908564385097205,-2.2332107248582758
0.7595570163360075,2.3645905107043865
-4.805055338110823,-3.3970231169973046
-5.989089281441505,-5.523395320367965
-10.186330868860871,-9.030198997866064
-8.267401517170564,-8.832194398537068
-10.001880451480066,-8.784178859102402
-4.972467772126068,-5.363935255366865
-0.8400700898722886,-1.539568503699156
-4.2297291706036715,-4.520014658307272
-2.467299034825178,-2.5164259844268395
-3.415074252263625,-2.5899209840553707
-2.9796001668506475,-2.9279861913546665
-2.5187536135781516,-2.0992344870850967
1.3809160898168567,-0.11264012622967579
3.9839391427050383,2.2754222258524797
-3.4128426978615223,-2.3126165050802423
-2.861310315403009,-2.083432374357099
-7.614067020339045,-8.16748159447526
-6.4659366474915005,-6.609173180978296
-5.474801148921013,-5.94841909328734
-6.096885150054991,-6.607090105734063
-5.237068549035217,-5.327485805626853
-4.160446175321183,-4.405028468122237
-4.2734060617047005,-5.179537242394718
0.7302127310034713,0.02575555000715756
4.629688101383032,4.689481531664018
2.9346456681071595,2.251936316704719
-4.122468263661922,-2.266068289088055
4.298682204633636,4.729455177886411
-4.2569052235279035,-2.7744893113556617
-3.801550215579563,-2.8919144900604112
-1.15138939710177,1.2573355766115926
-3.703503750493852,-2.0967474611907773
-4.491801434794979,-2.535125624250326
-4.465507522749857,-3.643398077277934
-2.679894986690424,-1.565768524512096
-2.1122919189095306,-1.5174865960000758
-1.7630820407018888,-0.3866671461465309
-1.3650137854869675,-0.6527286959470759
0.7839163322947672,0.037374044110470656
-1.1535663635781848,-0.5349563380349545
-0.6123598331427059,-0.517558074359856
-1.1283751276319485,0.2282658367223939
-0.9099011479286794,-0.06862697350641288
