"","Time","AirTemp","FricVel","NEE","PAR","DiffRad","RelHum","SoilTempA","SoilTempB","SoilWatCont","DiffuseFract","VaporPressureDeficit"
"20",2008-07-02 12:00:00,15.67033,0.52842,-12.426,775.9429398,719.85464,53.963,11.745,9.867,0.275,0.92771594801229,819.888212077751
"21",2008-07-02 12:30:00,15.54367,0.39874,-10.633,453.43278,455.4323602,55.04333,11.789,9.861,0.28,1.00440987129338,794.177000087804
"22",2008-07-02 13:00:00,16.19367,0.53646,-15.053,1314.52308,788.28578,52.70867,11.815,9.854,0.285,0.599674354899877,870.872021774029
"23",2008-07-02 13:30:00,16.091,0.57052,-10.222,742.6808202,523.1026598,50.53233,11.821,9.837,0.276,0.704343838661582,905.001738330984
"24",2008-07-02 14:00:00,16.288,0.57366,-7.214,1151.2571002,356.96504,46.51867,11.891,9.86,0.28,0.310065440584894,990.801692951262
"25",2008-07-02 14:30:00,16.501,0.42706,-6.76,1214.0170602,255.25666,41.75,11.934,9.867,0.28,0.210257885468223,1093.88255604269
"26",2008-07-02 15:00:00,17.13567,0.65889,-9.439,1378.76418,346.0978602,36.95367,11.966,9.863,0.276,0.251020345045518,1232.6138511478
"27",2008-07-02 15:30:00,16.474,0.44687,-6.611,526.90886,365.7186598,43.35967,11.99,9.855,0.278621621621622,0.694083336917128,1061.82865426073
"28",2008-07-02 16:00:00,16.19567,0.54446,-6.054,554.3981798,390.5478398,47.12133,12.14,9.971,0.277,0.704453683345228,973.887357380865
"29",2008-07-02 16:30:00,16.069,0.35052,-8.44,647.0563,402.96278,48.166,12.061,9.879,0.284,0.622763088776046,946.962522778756
"30",2008-07-02 17:00:00,16.082,0.39687,-1.456,396.99908,246.91984,45.446,12.074,9.891,0.271,0.621965773824967,997.482005206478
"31",2008-07-02 17:30:00,15.77433,0.36164,-9.248,593.2607802,292.9017798,49.97,12.07,9.899,0.278621621621622,0.493715056810694,896.952427280845
"32",2008-07-02 18:00:00,16.28233,0.36709,-4.882,431.5157602,241.51028,46.11733,12.053,9.896,0.278621621621622,0.559678932440531,997.876321523423
"33",2008-07-02 20:30:00,12.95267,0.47325,2.767,21.95548,27.49894,61.544,11.992,9.98,0.28,1.2524863951961,574.389957342065
"34",2008-07-02 21:00:00,11.944,0.52189,4.946,14.86908,13.38794,67.83767,11.966,10.005,0.277951219512195,0.900387919091161,449.581356056071
"35",2008-07-03 05:00:00,10.22933,0.33028,4.924,52.57944,52.5615798,98.59533,10.926,9.991,0.288,0.999660319699107,17.5214266500461
"36",2008-07-03 05:30:00,10.80167,0.38423,-2.203,88.70772,81.8485998,97.852,10.896,9.986,0.279,0.922677302494078,27.8366262589659
"37",2008-07-03 06:00:00,11.35433,0.48535,-4.633,245.8039998,221.1828798,96.45967,10.849,9.956,0.276,0.899834339473592,47.5959952570261
"38",2008-07-03 06:30:00,12.20667,0.48438,-7.559,542.1089202,419.7078402,93.38467,10.829,9.938,0.282,0.774213123158271,94.0870564148499
"39",2008-07-03 07:00:00,12.563,0.41699,-7.628,494.9733598,331.25418,91.65633,10.826,9.919,0.277951219512195,0.669236380991994,121.480994223817
"40",2008-07-03 07:30:00,13.25833,0.62979,-13.227,593.9920802,409.80198,88.03033,10.84,9.901,0.277,0.689911521820321,182.390000184457
"41",2008-07-03 08:00:00,14.10067,0.57211,-11.556,1019.90806,490.8890802,85.02667,10.86,9.884,0.273,0.481307187826322,241.011501090795
"42",2008-07-03 08:30:00,14.35867,0.52495,-7.773,647.0961198,532.3561798,83.717,10.883,9.864,0.276,0.822684858571764,266.508935306399
"43",2008-07-03 09:00:00,14.92533,0.59697,-16.418,1193.6573798,645.4598,80.056,10.944,9.847,0.274,0.540741263718529,338.593494009171
"44",2008-07-03 09:30:00,15.09533,0.58379,-5.394,346.9362802,339.9693602,80.43667,10.985,9.83,0.281,0.979918733215264,335.785520896902
"45",2008-07-03 10:00:00,15.079,0.54551,-10.29,395.58798,396.1942998,82.87867,11.065,9.825,0.278,1.00153270531627,293.562385600167
"46",2008-07-03 10:30:00,15.27233,0.51585,-6.876,374.9515798,379.4155998,82.684,11.121,9.815,0.28,1.01190559058954,300.613520325661
"47",2008-07-03 11:00:00,15.47867,0.82687,-11.359,601.74042,543.6490998,79.657,11.182,9.815,0.277,0.903461163203894,357.872312900689
"48",2008-07-03 11:30:00,15.76767,0.76097,-11.751,683.2889602,613.2688598,76.89133,11.221,9.787,0.283,0.89752490603755,414.122450748245
"49",2008-07-03 12:00:00,15.37067,0.71071,-9.945,569.1683798,571.0805542,78.82367,11.288,9.784,0.275,1.00335959351901,369.959546152697
"50",2008-07-03 12:30:00,15.558,0.68242,-6.668,417.34364,421.1826354,77.94567,11.359,9.791,0.278,1.0091986435926,389.95632115729
"51",2008-07-03 13:00:00,15.567,0.63976,-3.388,318.1951602,322.8404602,78.50333,11.419,9.781,0.273,1.01459890212372,380.315310011958
"52",2008-07-03 13:30:00,15.39267,0.69071,-0.97,252.4310198,257.5130398,81.465,11.467,9.784,0.277951219512195,1.02013231180552,324.271961969281
"53",2008-07-03 14:00:00,15.43767,0.53988,-6.311,500.4776798,464.1124998,81.39633,11.524,9.797,0.283,0.927339057329126,326.41455299923
"54",2008-07-03 14:30:00,16.11867,0.68028,-11.631,562.3456598,549.7220416,77.706,11.573,9.8,0.271,0.977551852708369,408.585435620419
"55",2008-07-03 15:00:00,16.955,0.57482,-11.916,902.8568,543.2213202,74.828,11.611,9.805,0.284,0.601669412247878,486.535247674973
"56",2008-07-03 15:30:00,18.22233,0.69875,-11.176,853.6090598,518.9977802,68.56367,11.628,9.771,0.276,0.608004067250178,658.183980101659
"57",2008-07-03 16:00:00,18.33067,0.62495,-1.693,257.7725998,269.0847602,66.977,11.706,9.776,0.277,1.04388426236449,696.119865037119
"58",2008-07-03 16:30:00,18.08933,0.40001,0.823,146.71732,153.5723202,69.401,11.817,9.809,0.27,1.04672250147426,635.32407185695
"59",2008-07-03 17:00:00,18.098,0.32198,-1.449,285.5915402,252.34588,70.50133,11.838,9.786,0.274,0.883590178558097,612.811758606426
"60",2008-07-03 17:30:00,18.66,0.51699,-4.463,341.1675798,278.0807802,69.109,11.89,9.812,0.282,0.815085596242812,664.748961453069
"61",2008-07-03 18:00:00,19.60533,0.8069,-6.825,551.3040598,207.8025,61.46467,11.918,9.818,0.276,0.376929021845741,879.571976961837
"62",2008-07-03 18:30:00,19.795,0.78959,-5.244,487.32802,153.06624,54.244,11.942,9.807,0.277951219512195,0.31409283627894,1056.74781369125
"63",2008-07-03 19:00:00,19.23433,0.53009,-4.681,354.4470402,173.3799,59.32233,11.994,9.835,0.273,0.48915601016775,907.296526169352
"64",2008-07-03 19:30:00,19.403,0.54284,-3.439,287.80466,107.7180798,59.55867,12,9.824,0.273,0.374274967611713,911.543197440742
"65",2008-07-03 20:00:00,19.39467,0.36657,-2.693,165.17492,130.42066,62.012,12.032,9.84,0.277951219512195,0.789591180065351,855.8019260112
"66",2008-07-03 20:30:00,19.422,0.34053,0.392,144.73972,100.425,64.29367,12.062,9.871,0.274,0.693831658649056,805.768298272553
"67",2008-07-04 03:00:00,15.76233,0.50897,4.751,20.42284,18.5990602,76.99367,11.935,10.053,0.273,0.91069901149889,412.147589053499
"68",2008-07-04 03:30:00,15.575,0.43464,2.544,37.19948,33.3960402,77.78567,11.914,10.055,0.28,0.897755565400377,393.213582289153
"69",2008-07-04 04:00:00,15.403,0.4394,1.688,103.61388,48.1160998,78.207,11.871,10.058,0.272228571428571,0.464378901745596,381.523898872996
"70",2008-07-04 04:30:00,15.57733,0.48198,-0.627,185.3354602,61.0687,77.07233,11.849,10.069,0.27,0.329503592750676,405.900946947984
"71",2008-07-04 05:00:00,16.01533,0.4558,-1.059,280.26712,74.0027602,74.79067,11.817,10.073,0.278,0.264043674477406,458.977154033468
"72",2008-07-04 05:30:00,16.512,0.54975,1.591,384.0677802,85.29636,72.60233,11.791,10.074,0.269,0.222086736761888,514.863754166682
"73",2008-07-04 06:00:00,17.056,0.4754,-3.824,506.657,93.6441598,70.35967,11.77,10.078,0.272228571428571,0.184827525919902,576.57954731438
"74",2008-07-04 06:30:00,17.63767,0.48005,-4.44,633.9004602,100.84318,67.87733,11.755,10.065,0.277,0.159083620113138,648.265724366518
"75",2008-07-04 07:00:00,18.34633,0.58427,-7.58,760.6708002,110.3514602,62.29667,11.748,10.059,0.277,0.145071245236423,795.561406209585
"76",2008-07-04 07:30:00,19.03067,0.61542,-5.092,887.8806,116.6708398,58.30133,11.748,10.044,0.263,0.131403749332962,918.339081841482
"77",2008-07-04 08:00:00,19.52733,0.74754,-7.194,1010.9958202,123.4647198,54.17433,11.756,10.023,0.276,0.122121889461003,1040.91935059597
"78",2008-07-04 08:30:00,19.99833,0.65984,-8.177,1113.44648,133.72078,51.92367,11.805,10.032,0.273,0.120096279796044,1124.41166849862
"79",2008-07-04 09:00:00,20.42467,0.79852,-7.356,1231.0257798,140.02438,50.20433,11.848,10.026,0.272228571428571,0.113746098820732,1195.71741201642
"80",2008-07-04 09:30:00,20.82433,0.82385,-7.835,1323.85076,145.8143602,49.61133,11.886,10.011,0.275,0.110144107331252,1240.11622701396
"81",2008-07-04 10:00:00,21.27267,0.9156,-10.468,1381.10846,220.0230998,46.39767,11.951,10.011,0.27,0.159309066718772,1356.02823921012
"82",2008-07-04 10:30:00,21.62467,0.84909,-9.872,1429.4367398,167.0769798,43.08667,12.041,10.02,0.271,0.116883087686256,1471.14875187892
"83",2008-07-04 11:00:00,21.868,0.91043,-10.055,1518.59904,140.4171602,38.75933,12.126,10.007,0.272228571428571,0.0924649341277076,1606.705647311
"84",2008-07-04 11:30:00,22.10533,0.75605,-7.684,1482.59848,168.1365202,38.3,12.236,10.021,0.274,0.113406645472886,1642.34558121951
"85",2008-07-04 12:00:00,22.33633,0.89259,-9.135,1552.3795998,176.0317998,37.52267,12.335,10.019,0.267,0.113394816462854,1686.57721972247
"86",2008-07-04 12:30:00,22.527,0.92548,-9.067,1575.05952,155.2196198,35.92033,12.421,10.02,0.274,0.0985484153640111,1749.98564897293
"87",2008-07-04 13:00:00,22.848,0.99574,-7.666,1470.76378,173.2103002,34.08567,12.524,10.032,0.269,0.117768946009807,1835.4660574681
"88",2008-07-04 13:30:00,23.13633,0.93559,-6.225,1502.4108802,197.98454,33.591,12.621,10.033,0.268,0.131777892858207,1881.77524208128
"89",2008-07-04 14:00:00,23.14067,0.85312,-6.857,1413.8398,240.3271602,32.82867,12.728,10.049,0.272228571428571,0.169981889178675,1903.87591072059
"90",2008-07-04 14:30:00,23.24433,0.8271,-9.422,1183.2296598,456.9519398,33.18467,12.817,10.049,0.265,0.386190403541133,1905.67888148438
"91",2008-07-04 15:00:00,23.36967,0.89735,-11.162,1141.13494,588.6752202,33.13233,12.913,10.065,0.267,0.515868193642375,1921.65077555191
"92",2008-07-04 15:30:00,23.43367,0.86602,-5.824,1173.8058602,204.0189598,33.298,13.004,10.081,0.272228571428571,0.173809798295979,1924.30143180693
"93",2008-07-04 16:00:00,23.174,0.77418,-2.966,592.7265398,300.1021802,35.334,13.1,10.103,0.274,0.506307985300037,1836.5600897103
"94",2008-07-04 16:30:00,23.74933,0.80678,-2.619,1024.0500402,169.7433202,31.93733,13.176,10.117,0.272,0.165756861028831,2001.23188875751
"95",2008-07-04 17:00:00,20.68833,1.04881,5.436,159.3877002,130.9754798,46.93133,13.228,10.133,0.271,0.821741449532503,1295.1881636939
"96",2008-07-04 17:30:00,18.83667,0.68276,-3.438,412.3488198,269.3546202,57.05533,13.277,10.172,0.27,0.653220301032131,934.396334856474
"97",2008-07-04 18:00:00,19.384,0.62137,-4.204,411.6601,258.3164398,55.42867,13.285,10.206,0.261,0.627499336952986,1003.44645818262
"98",2008-07-04 18:30:00,19.721,0.56947,-5.903,543.8406798,182.7117,53.68833,13.267,10.231,0.269,0.335965489134048,1064.68364017434
"99",2008-07-04 19:00:00,19.62167,0.50724,-3.428,386.0796998,104.42758,52.524,13.239,10.232,0.278,0.270481923950149,1084.74343718777
"100",2008-07-04 19:30:00,19.47433,0.30735,-0.058,303.04248,101.3018802,53.99567,13.236,10.268,0.272228571428571,0.334282771841096,1041.54147634949
"101",2008-07-04 20:00:00,19.47933,0.31454,1.179,176.5619202,141.8234398,55.01,13.214,10.292,0.268,0.803250438369439,1018.89356834454
"102",2008-07-04 21:30:00,18.159,0.71886,9.551,14.58892,19.6146402,59.31533,13.142,10.34,0.269666666666667,1.34448884495905,848.436803155614
"103",2008-07-05 03:00:00,11.042,0.42723,4.568,19.00144,15.2858798,77.28267,12.543,10.535,0.269666666666667,0.804459019947962,299.145100678649
"104",2008-07-05 03:30:00,10.79233,0.47248,3.171,36.3384,30.62396,79.29433,12.47,10.545,0.266,0.842743764172336,268.164656610945
"105",2008-07-05 04:00:00,10.718,0.4169,1.459,102.0084602,46.7255998,80.133,12.388,10.551,0.269666666666667,0.458056123074388,256.032162686288
"106",2008-07-05 04:30:00,10.889,0.54643,-0.123,185.10748,64.7464798,79.738,12.316,10.558,0.269666666666667,0.349777760466514,264.112431445322
"107",2008-07-05 05:00:00,11.18033,0.49844,-1.298,278.1604198,82.24344,78.28833,12.224,10.547,0.274,0.295669096484445,288.541053867969
"108",2008-07-05 05:30:00,11.53167,0.6884,-1.709,376.3942802,105.99936,74.69933,12.152,10.546,0.271,0.281617882034967,344.159666643789
"109",2008-07-05 06:00:00,11.70667,0.71806,-5.799,439.1192202,199.0213998,70.99733,12.076,10.529,0.267,0.453228623673895,399.110156630891
"110",2008-07-05 06:30:00,11.94733,0.80777,-7.785,558.6809198,241.0687602,68.41733,12.03,10.525,0.269666666666667,0.431496318661284,441.57556678221
"111",2008-07-05 07:00:00,12.08567,0.6728,-9.878,731.7373998,221.5948798,65.21367,11.969,10.517,0.269666666666667,0.30283388529897,490.824174379869
"112",2008-07-05 07:30:00,12.595,0.89564,-11.789,903.9060198,157.7122198,60.93833,11.928,10.502,0.269666666666667,0.174478558993219,569.92036029705
"113",2008-07-05 08:00:00,12.801,0.85286,-11.74,1065.1951,173.14712,56.684,11.883,10.482,0.273,0.16254967751917,640.586923977404
"114",2008-07-05 08:30:00,12.87567,0.93332,-14.94,1076.3060602,311.7013398,57.42067,11.856,10.468,0.269666666666667,0.289602884649817,632.779753143168
"115",2008-07-05 09:00:00,12.88133,0.88605,-10.23,887.95476,293.09268,55.42367,11.82,10.443,0.269,0.330076140365529,662.703113731947
"116",2008-07-05 09:30:00,12.89967,0.82256,-12.324,1030.55002,368.47014,52.41333,11.817,10.447,0.265,0.357547069864692,708.306927847096
"117",2008-07-05 10:00:00,12.93167,0.94911,-11.204,869.29528,511.71018,51.148,11.796,10.428,0.269666666666667,0.588649440268444,728.665516016123
"118",2008-07-05 11:00:00,13.82867,1.07681,-20.419,1697.0396802,616.7626198,46.096,11.81,10.401,0.269666666666667,0.363434412875551,852.456825188005
"119",2008-07-05 11:30:00,13.03833,0.92827,-15.612,932.8167602,819.42062,49.56267,11.82,10.386,0.269666666666667,0.878436853797859,757.579826686076
"120",2008-07-05 12:00:00,12.475,0.8223,-14.512,567.7449198,577.6843374,51.20167,11.852,10.376,0.269,1.01750683670318,706.393295745349
"121",2008-07-05 12:30:00,12.23033,0.6148,-5.588,482.7335402,483.49848,51.033,11.888,10.377,0.278,1.00158460048101,697.522521160793
"122",2008-07-05 13:00:00,12.09467,0.63719,-7.71,478.5476202,482.57972,51.97828,11.903,10.377,0.274,1.00842570233306,677.973300911359
"123",2008-07-05 13:30:00,11.891,0.66163,-9.212,486.7567202,491.1211598,54.12667,11.902,10.372,0.269666666666667,1.0089663674252,639.002095494207
"124",2008-07-05 14:00:00,11.378,0.66334,-5.031,319.6034998,324.3030602,57.179,11.886,10.373,0.269666666666667,1.01470434586274,576.586903777719
"125",2008-07-05 14:30:00,11.29133,0.50905,-4.508,301.8943802,305.0255802,59.58367,11.858,10.362,0.271,1.01037183930991,541.090065686291
"126",2008-07-05 15:00:00,11.183,0.60338,-6.722,440.3421598,443.5173202,64.15667,11.847,10.369,0.269666666666667,1.00721066636327,476.430658344091
"127",2008-07-05 15:30:00,11.41433,0.62153,-10.156,533.9945802,534.2747402,62.07867,11.812,10.363,0.27,1.00052464951965,511.843244288424
"128",2008-07-05 16:00:00,11.31333,0.61499,-10.048,425.93384,430.5084202,60.231,11.784,10.346,0.266,1.01074011916968,533.20095017189
"129",2008-07-05 16:30:00,10.084,0.8401,0.683,150.2948602,155.0177398,69.42167,11.786,10.359,0.246,1.03142409257186,377.732930749136
"130",2008-07-05 17:00:00,9.97367,0.61229,-5.688,329.71536,326.6748,69.132,11.763,10.366,0.279,0.990778227620333,378.503131460728
"131",2008-07-05 17:30:00,10.045,0.50308,-4.369,274.2739002,273.8199998,69.34733,11.726,10.357,0.269666666666667,0.998345083510793,377.663488023862
"132",2008-07-05 18:00:00,10.673,0.41245,-5.341,299.4244402,297.4633202,67.41567,11.683,10.352,0.272,0.993450367649715,418.667031899997
"133",2008-07-05 18:30:00,10.64733,0.49683,-0.667,132.43328,134.9478602,67.257,11.653,10.347,0.269666666666667,1.018987524888,419.986523249201
"134",2008-07-05 19:00:00,10.377,0.44398,-2.404,216.1558,212.30566,66.071,11.619,10.344,0.27,0.982188125416945,427.418411296664
"135",2008-07-05 19:30:00,10.32433,0.32244,-0.348,175.7798,177.71414,67.18,11.572,10.346,0.261,1.01100433610688,411.995304467092
"136",2008-07-05 20:00:00,10.12933,0.39483,0.078,117.4715,122.1792798,68.01067,11.526,10.33,0.268,1.04007593160894,396.364084950137
"137",2008-07-05 20:30:00,10.02333,0.30881,1.766,58.55344,65.80876,69.84433,11.491,10.328,0.272,1.12390937236138,371.00110344122
"138",2008-07-05 21:00:00,9.87233,0.43483,4.862,26.51632,33.5732002,67.85467,11.446,10.32,0.269,1.26613346799254,391.496439875153
"139",2008-07-06 04:30:00,6.15733,0.31095,-1.15,112.2768598,102.8935598,91.73733,10.556,10.254,0.273,0.916427124727975,78.1362202677464
"140",2008-07-06 05:00:00,7.13433,0.41158,-8.528,403.5690998,189.7946598,88.16333,10.483,10.231,0.29,0.470290366368629,119.724154509008
"141",2008-07-06 05:30:00,7.744,0.48585,-7.043,454.2025402,132.96888,84.13467,10.409,10.187,0.267,0.292752391788583,167.308257023831
"142",2008-07-06 06:00:00,8.14933,0.43186,-7.841,556.7555202,122.8487798,81.49933,10.361,10.162,0.266793103448276,0.22065121106634,200.562662005814
"143",2008-07-06 06:30:00,8.69633,0.43769,-9.902,667.90762,118.0805802,77.16567,10.328,10.137,0.266793103448276,0.176791784768079,256.906353025111
"144",2008-07-06 07:00:00,9.026,0.34276,-5.338,504.3759002,183.30086,72.57133,10.297,10.109,0.273,0.363421130802078,315.554539209635
"145",2008-07-06 07:30:00,9.378,0.43585,-6.653,401.1026,335.59048,69.791,10.287,10.089,0.266793103448276,0.836669919367264,355.890546536586
"146",2008-07-06 08:00:00,9.72833,0.49114,-7.627,621.29806,355.09868,66.54833,10.249,10.06,0.266793103448276,0.571543197801068,403.487641004503
"147",2008-07-06 08:30:00,10.28333,0.56073,-13.006,759.38192,401.6931402,62.30467,10.237,10.033,0.264,0.528973800429697,471.901083700915
"148",2008-07-06 09:00:00,10.37533,0.5293,-6.694,546.4671798,356.65192,60.192,10.236,10.013,0.264,0.652650210632101,501.422792788929
"149",2008-07-06 09:30:00,10.937,0.65435,-14.601,1214.3789198,627.9635402,61.69567,10.249,9.989,0.264,0.517106753058116,500.888489652626
"150",2008-07-06 10:00:00,10.857,0.57929,-16.341,1075.3406,639.4432198,55.571,10.264,9.964,0.272,0.594642497270167,577.894205614089
"151",2008-07-06 10:30:00,11.40033,0.48443,-14.441,1472.97828,634.2012202,54.64,10.297,9.937,0.264,0.430557075288306,611.679079917055
"152",2008-07-06 11:00:00,10.577,0.52732,-11.721,686.4984402,594.9108402,65.35533,10.347,9.923,0.265,0.866587315226357,442.299707122269
"153",2008-07-06 11:30:00,10.939,0.41791,-9.7,766.96478,595.3709,64.14867,10.412,9.917,0.268,0.77626889203439,468.874072983754
"154",2008-07-06 12:00:00,11.37533,0.51187,-11.838,1161.4396802,508.9058402,60.398,10.461,9.908,0.268,0.438168119167727,533.148563205837
"155",2008-07-06 12:30:00,11.96433,0.7044,-11.556,1191.1070998,498.3496998,54.91933,10.498,9.891,0.265,0.418392015196348,631.006101563774
"156",2008-07-06 13:00:00,11.42433,0.65106,-20.718,995.0713198,506.2999402,60.24933,10.537,9.874,0.266793103448276,0.50880769059022,536.890325267821
"157",2008-07-06 13:30:00,10.41567,0.64583,-7.904,607.0888598,467.8555198,71.893,10.582,9.865,0.268,0.770654101533227,354.991900305857
"158",2008-07-06 14:00:00,11.159,0.49509,-11.788,787.9287202,595.9751598,72.569,10.633,9.87,0.266793103448276,0.756382074318504,364.033293246299
"159",2008-07-06 14:30:00,11.34833,0.57277,-12.08,966.82186,554.5327802,69.20433,10.673,9.876,0.261,0.573562517711381,413.850614087835
"160",2008-07-06 15:00:00,11.90433,0.57054,-15.245,877.2922,412.7986002,61.56033,10.702,9.857,0.266793103448276,0.470537182708338,535.924624824554
"161",2008-07-06 15:30:00,12.41567,0.61071,-8.2,895.3584,477.8938998,56.77133,10.733,9.846,0.266793103448276,0.533745927664274,623.333538499366
"162",2008-07-06 16:00:00,11.79233,0.49707,-5.309,378.32518,384.1089802,58.82133,10.773,9.839,0.269,1.01528790708565,569.88222347447
"163",2008-07-06 16:30:00,12.21333,0.54329,-12.14,949.2844002,458.3204802,56.86433,10.805,9.829,0.264,0.482806290826478,613.769521702513
"164",2008-07-06 17:00:00,12.36833,0.61954,-9.769,587.7729402,353.0681998,56.988,10.834,9.825,0.272,0.600688081489193,618.282320815658
"165",2008-07-06 17:30:00,12.47833,0.69489,-8.803,801.21434,289.1525798,55.303,10.86,9.809,0.26,0.360892916369919,647.164941008742
"166",2008-07-06 18:00:00,12.501,0.7321,-12.18,684.7515602,284.42832,55.64433,10.838,9.784,0.266793103448276,0.415374475257749,643.179823886019
"167",2008-07-06 18:30:00,12.304,0.68885,-6.736,617.3099,260.4835598,56.669,10.953,9.892,0.257,0.421965628284918,620.23837533616
"168",2008-07-06 19:00:00,11.82033,0.6197,-2.529,423.48244,208.3333002,57.17967,10.862,9.794,0.263,0.491952630196426,593.698418446225
"169",2008-07-06 19:30:00,11.14333,0.58453,-1.351,285.4645,105.6217002,60.15533,10.871,9.803,0.266793103448276,0.369999422695291,528.223700064007
"170",2008-07-06 20:00:00,11.00167,0.49316,-0.383,142.9303602,92.1245802,61.684,10.896,9.841,0.248,0.64454171997532,503.200100483923
"171",2008-07-06 20:30:00,10.47767,0.50311,0.029,115.7355998,84.0981198,68.66333,10.868,9.839,0.261,0.726640030771241,397.424495899807
"172",2008-07-06 21:00:00,9.71433,0.37804,2.809,45.25408,33.5072802,72.924,10.85,9.85,0.269,0.740425619082302,326.27859788033
"173",2008-07-07 03:00:00,6.27767,0.40694,3.223,11.46184,14.935,95.312,10.154,9.914,0.264633333333333,1.30301941049605,44.7024573147903
"174",2008-07-07 03:30:00,6.33867,0.34274,3.534,18.53176,20.7572398,95.821,10.077,9.896,0.259,1.12009004001779,40.0171002474418
"175",2008-07-07 04:00:00,6.46767,0.34404,4.998,26.44216,28.2357402,96.04567,10.014,9.868,0.264,1.06783032097227,38.2042760931054
"176",2008-07-07 04:30:00,6.72467,0.34108,2.698,60.81944,58.7106798,95.931,9.964,9.849,0.264633333333333,0.965327530144967,40.0143943214059
"177",2008-07-07 05:00:00,7.09167,0.328,-1.841,152.4180198,136.28754,94.64633,9.93,9.838,0.264633333333333,0.894169470111434,53.9924249716371
"178",2008-07-07 06:00:00,7.63333,0.44844,-1.663,148.9572198,145.5046598,88.20833,9.869,9.792,0.264633333333333,0.976821801557282,123.413247313785
"179",2008-07-07 06:30:00,7.797,0.50627,-3.925,238.79108,230.77562,82.417,9.848,9.772,0.264633333333333,0.966433168274125,186.093776979106
"180",2008-07-07 07:00:00,7.82233,0.51608,-5.657,231.13818,228.6737402,80.62267,9.851,9.756,0.265,0.989337807367004,205.439146775921
"181",2008-07-07 07:30:00,7.86233,0.39582,-4.619,240.1754,240.93348,78.613,9.842,9.744,0.266,1.00315635989364,227.365102819201
"182",2008-07-07 08:00:00,8.043,0.49321,-7.572,421.2068198,416.9948202,74.883,9.826,9.727,0.264,0.990000162860611,270.325959954742
"183",2008-07-07 08:30:00,8.09533,0.49451,-5.228,372.4205402,380.2609002,73.28933,9.814,9.699,0.264633333333333,1.02105243710723,288.503942137481
"184",2008-07-07 09:00:00,8.17733,0.37994,-6.015,432.25392,433.8662202,70.54233,9.813,9.683,0.281,1.00372998398719,319.954426926061
