R2,MSE,RMSE,MAE,MAPE,Model,Dataset
0.9239910244941713,9.979034423828123,3.158960972191351,1.7734185457229614,267.1193599700928,Informer,SX
0.81980299949646,23.65763092041016,4.863911072420029,2.583902359008789,206.0596704483032,Informer,SX
0.3261891603469848,88.46302032470703,9.405478208188407,5.300584316253662,218.79613399505612,LightGBM,SX
0.308989405632019,90.72113800048828,9.524764459055575,5.461738586425781,248.21655750274655,Ablation_TCN,SX
0.2724595665931701,95.51705169677734,9.77328254460994,5.876021862030029,378.3572673797608,Baseline_PatchTST,SX
0.1328420042991638,113.84710693359376,10.669915975938787,6.662637710571289,833.4822654724121,LSTM,SX
